phase,feature_id,name,surface,screen_or_menu,user_action,ui_states,http_method,endpoint_or_event,backend_service,data_entities,admin_control,permission,billing_rule,async_job,acceptance_criteria,test_ids,implementation_notes,status
P04,P04-021,配置模型别名、排序和上下架,Admin,模型与供应商/模型目录,配置模型别名、排序和上下架,idle|loading|success|empty|error,GET|PUT,/admin/v1/models/{modelId},Model Catalog Service,models|model_aliases,模型与供应商/模型目录,authenticated_user,none,none,用户可在“模型与供应商/模型目录”完成“配置模型别名、排序和上下架”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“模型与供应商/模型目录”能够查询或控制该能力，变更写入审计日志。,P04-021-UNIT|P04-021-API|P04-021-E2E,,PLANNED
P04,P04-022,配置模型能力与上下文限制,Admin,模型与供应商/能力,配置模型能力与上下文限制,idle|loading|success|empty|error,PUT,/admin/v1/models/{modelId}/capabilities,Capability Registry,model_capabilities,模型与供应商/能力,authenticated_user,none,none,用户可在“模型与供应商/能力”完成“配置模型能力与上下文限制”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“模型与供应商/能力”能够查询或控制该能力，变更写入审计日志。,P04-022-UNIT|P04-022-API|P04-022-E2E,,PLANNED
P04,P04-023,配置推理档位映射,Admin,模型与供应商/推理映射,配置推理档位映射,idle|loading|success|empty|error,PUT,/admin/v1/models/{modelId}/reasoning-profiles,Model Catalog Service,reasoning_profiles,模型与供应商/推理映射,authenticated_user,none,none,用户可在“模型与供应商/推理映射”完成“配置推理档位映射”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“模型与供应商/推理映射”能够查询或控制该能力，变更写入审计日志。,P04-023-UNIT|P04-023-API|P04-023-E2E,,PLANNED
P04,P04-024,配置模型路由优先级和主备线路,Admin,模型与供应商/路由策略,配置模型路由优先级和主备线路,idle|loading|success|empty|error,PUT,/admin/v1/routing-policies/{policyId},Model Routing Service,routing_policies|route_targets,模型与供应商/路由策略,authenticated_user,none,none,用户可在“模型与供应商/路由策略”完成“配置模型路由优先级和主备线路”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“模型与供应商/路由策略”能够查询或控制该能力，变更写入审计日志。,P04-024-UNIT|P04-024-API|P04-024-E2E,,PLANNED
P04,P04-025,执行模型健康探测,Operations,模型健康,执行模型健康探测,idle|loading|success|empty|error,POST,/admin/v1/models/{modelId}/health-probe,Capability Probe,model_health_probes,模型与供应商/健康探测,authenticated_user,none,none,用户可在“模型健康”完成“执行模型健康探测”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“模型与供应商/健康探测”能够查询或控制该能力，变更写入审计日志。,P04-025-UNIT|P04-025-API|P04-025-E2E,,PLANNED
P04,P04-026,执行文本、流式、视觉和工具能力探测,Operations,能力探测,执行文本、流式、视觉和工具能力探测,idle|loading|success|empty|error,POST,/admin/v1/models/{modelId}/capability-probe,Capability Probe,capability_probe_runs|capability_probe_results,模型与供应商/能力探测,authenticated_user,none,none,用户可在“能力探测”完成“执行文本、流式、视觉和工具能力探测”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“模型与供应商/能力探测”能够查询或控制该能力，变更写入审计日志。,P04-026-UNIT|P04-026-API|P04-026-E2E,,PLANNED
P04,P04-027,按供应商设置独立并发、超时和熔断,Backend,路由运行时,按供应商设置独立并发、超时和熔断,idle|loading|success|empty|error,N/A,policy://provider-isolation,AI Runtime,provider_runtime_policies,模型与供应商/运行策略,authenticated_user,none,none,用户可在“路由运行时”完成“按供应商设置独立并发、超时和熔断”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“模型与供应商/运行策略”能够查询或控制该能力，变更写入审计日志。,P04-027-UNIT|P04-027-API|P04-027-E2E,,PLANNED
P04,P04-028,记录输入、输出和推理 Token,Backend,用量计量,记录输入、输出和推理 Token,idle|loading|success|empty|error,N/A,event://usage.ai-run,Usage Service,usage_events,商业化/用量记录,authenticated_user,usage_metered,none,用户可在“用量计量”完成“记录输入、输出和推理 Token”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“商业化/用量记录”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账。,P04-028-UNIT|P04-028-API|P04-028-E2E,,PLANNED
P04,P04-029,记录模型价格版本快照,Backend,用量计量,记录模型价格版本快照,idle|loading|success|empty|error,N/A,domain://pricing/snapshot,Pricing Service,usage_price_snapshots|model_price_versions,商业化/模型价格,authenticated_user,usage_metered,none,用户可在“用量计量”完成“记录模型价格版本快照”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“商业化/模型价格”能够查询或控制该能力，变更写入审计日志；计量、额度预检、冻结、结算或回滚不得重复扣费，账本可对账。,P04-029-UNIT|P04-029-API|P04-029-E2E,,PLANNED
P04,P04-030,显示模型服务简化状态,Android,我的/服务状态,显示模型服务简化状态,idle|loading|success|empty|error,GET,/api/mobile/v1/service-status/models,Incident Service,model_health_status|incidents,运维/事故管理,authenticated_user,none,none,用户可在“我的/服务状态”完成“显示模型服务简化状态”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“运维/事故管理”能够查询或控制该能力，变更写入审计日志。,P04-030-UNIT|P04-030-API|P04-030-E2E,,PLANNED
P05,P05-001,请求 R2 预签名上传凭据,Android,附件选择器,请求 R2 预签名上传凭据,idle|loading|success|empty|error,POST,/api/mobile/v1/files/uploads,File Service,attachments|upload_sessions,文件与存储/文件列表,authenticated_user,none,none,用户可在“附件选择器”完成“请求 R2 预签名上传凭据”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“文件与存储/文件列表”能够查询或控制该能力，变更写入审计日志。,P05-001-UNIT|P05-001-API|P05-001-E2E,,PLANNED
P05,P05-002,直传文件并显示进度,Android,上传进度,直传文件并显示进度,idle|loading|success|empty|error,PUT,r2://presigned-upload,R2,attachments|upload_sessions,文件与存储/上传记录,authenticated_user,none,none,用户可在“上传进度”完成“直传文件并显示进度”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“文件与存储/上传记录”能够查询或控制该能力，变更写入审计日志。,P05-002-UNIT|P05-002-API|P05-002-E2E,,PLANNED
P05,P05-003,完成上传并校验对象元数据,Backend,上传完成,完成上传并校验对象元数据,idle|loading|success|empty|error,POST,/api/mobile/v1/files/uploads/{uploadId}/complete,File Service,attachments|file_versions,文件与存储/文件列表,authenticated_user,none,none,用户可在“上传完成”完成“完成上传并校验对象元数据”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“文件与存储/文件列表”能够查询或控制该能力，变更写入审计日志。,P05-003-UNIT|P05-003-API|P05-003-E2E,,PLANNED
P05,P05-004,校验 MIME、扩展名、大小和哈希,Security,文件接收,校验 MIME、扩展名、大小和哈希,idle|loading|success|empty|error,N/A,policy://file-validation,File Security,attachments|security_events,文件与存储/安全策略,authenticated_user,none,none,用户可在“文件接收”完成“校验 MIME、扩展名、大小和哈希”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“文件与存储/安全策略”能够查询或控制该能力，变更写入审计日志。,P05-004-UNIT|P05-004-API|P05-004-E2E,,PLANNED
P05,P05-005,执行恶意文件扫描和隔离,Worker,文件扫描,执行恶意文件扫描和隔离,idle|loading|success|empty|error,N/A,job://file-security-scan,File Worker,jobs|file_scan_results,文件与存储/隔离区,authenticated_user,none,file_security_scan,用户可在“文件扫描”完成“执行恶意文件扫描和隔离”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“文件与存储/隔离区”能够查询或控制该能力，变更写入审计日志；异步任务 file_security_scan 支持进度、取消、重试、幂等和失败诊断。,P05-005-UNIT|P05-005-API|P05-005-E2E,,PLANNED
P05,P05-006,生成图片缩略图和基本元数据,Worker,图片处理,生成图片缩略图和基本元数据,idle|loading|success|empty|error,N/A,job://image-thumbnail,File Worker,artifact_assets|file_extractions,文件与存储/处理任务,authenticated_user,none,thumbnail_generation,用户可在“图片处理”完成“生成图片缩略图和基本元数据”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“文件与存储/处理任务”能够查询或控制该能力，变更写入审计日志；异步任务 thumbnail_generation 支持进度、取消、重试、幂等和失败诊断。,P05-006-UNIT|P05-006-API|P05-006-E2E,,PLANNED
